region,polling_unit_id,date,registered_voters,accredited_voters,votes_cast,invalid_votes,voting_start_time,voting_end_time,device_status,network_status,incidents_reported,expected_staff,staff_present,result_uploaded,upload_delay_minutes
Kano,PU_2777,2026-03-28,1694,1513,1422,32,2026-06-21 08:40:00,2026-06-21 16:41:00,Working,Good,0,8,8,1,168.0
Kano,PU_2778,2026-03-28,642,448,429,4,2026-06-21 08:24:00,2026-06-21 16:03:00,Working,Good,0,7,7,1,94.0
Rivers,PU_2779,2026-03-28,706,486,427,20,2026-06-21 08:50:00,2026-06-21 16:48:00,Working,Good,1,8,7,1,126.0
Lagos,PU_2780,2026-03-28,1986,1571,1409,31,2026-06-21 08:14:00,2026-06-21 15:38:00,Working,Good,2,7,6,1,52.0
Lagos,PU_2781,2026-03-28,1008,908,830,40,2026-06-21 09:45:00,2026-06-21 16:34:00,Faulty,Good,1,7,6,1,156.0
Abuja,PU_2782,2026-03-28,1724,1093,932,18,2026-06-21 09:16:00,2026-06-21 16:39:00,Working,Poor,0,9,9,1,22.0
Lagos,PU_2783,2026-03-28,504,402,378,45,2026-06-21 08:27:00,2026-06-21 15:36:00,Faulty,Poor,0,7,5,1,55.0
Kano,PU_2784,2026-03-28,710,577,532,21,2026-06-21 08:58:00,2026-06-21 15:25:00,Working,Offline,1,8,7,0,
Kano,PU_2785,2026-03-28,528,423,366,17,2026-06-21 09:46:00,2026-06-21 15:33:00,Working,Offline,1,7,5,1,70.0
Kano,PU_2786,2026-03-28,1713,1158,1003,35,2026-06-21 09:07:00,2026-06-21 16:25:00,Working,Offline,2,5,3,0,
Abuja,PU_2787,2026-03-28,687,427,412,24,2026-06-21 09:41:00,2026-06-21 15:35:00,Working,Good,3,5,5,1,76.0
Kano,PU_2788,2026-03-28,1673,1527,1433,35,2026-06-21 09:29:00,2026-06-21 15:45:00,Working,Good,1,8,6,1,64.0
Lagos,PU_2789,2026-03-28,1024,820,738,15,2026-06-21 08:44:00,2026-06-21 16:03:00,Working,Good,0,6,6,1,83.0
Rivers,PU_2790,2026-03-28,1445,1255,1121,25,2026-06-21 09:22:00,2026-06-21 16:20:00,Working,Good,1,6,5,1,97.0
Rivers,PU_2791,2026-03-28,1889,1374,1224,12,2026-06-21 09:04:00,2026-06-21 16:13:00,Faulty,Good,2,5,4,1,63.0
Kaduna,PU_2792,2026-03-28,656,403,376,31,2026-06-21 09:45:00,2026-06-21 16:52:00,Working,Poor,1,6,4,1,107.0
Lagos,PU_2793,2026-03-28,579,400,349,2,2026-06-21 08:28:00,2026-06-21 15:25:00,Working,Poor,2,7,6,1,52.0
Kano,PU_2794,2026-03-28,1796,1123,1098,49,2026-06-21 08:27:00,2026-06-21 15:09:00,Faulty,Good,0,7,5,1,73.0
Rivers,PU_2795,2026-03-28,1159,727,682,35,2026-06-21 08:34:00,2026-06-21 16:14:00,Working,Good,2,7,7,0,
Lagos,PU_2796,2026-03-28,1125,759,657,36,2026-06-21 08:12:00,2026-06-21 15:30:00,Working,Good,3,7,6,1,73.0
Rivers,PU_2797,2026-03-28,731,600,520,18,2026-06-21 08:50:00,2026-06-21 16:21:00,Faulty,Good,0,5,4,1,120.0
Kano,PU_2798,2026-03-28,659,584,545,13,2026-06-21 09:48:00,2026-06-21 15:57:00,Working,Poor,1,7,6,1,119.0
Rivers,PU_2799,2026-03-28,843,748,673,20,2026-06-21 09:36:00,2026-06-21 15:27:00,Working,Good,0,6,5,1,91.0
Kaduna,PU_2800,2026-03-28,1812,1681,1573,31,2026-06-21 09:08:00,2026-06-21 15:34:00,Working,Good,1,5,5,1,91.0
Kaduna,PU_2801,2026-03-28,704,584,551,49,2026-06-21 08:13:00,2026-06-21 16:52:00,Working,Poor,0,8,6,1,28.0
Rivers,PU_2802,2026-03-28,1494,906,833,23,2026-06-21 09:12:00,2026-06-21 16:22:00,Working,Good,1,8,7,1,60.0
Lagos,PU_2803,2026-03-28,1337,978,863,15,2026-06-21 09:07:00,2026-06-21 16:57:00,Working,Good,2,9,8,0,
Lagos,PU_2804,2026-03-28,804,513,472,36,2026-06-21 09:05:00,2026-06-21 15:56:00,Working,Good,2,9,9,1,103.0
Lagos,PU_2805,2026-03-28,1883,1642,1485,7,2026-06-21 09:56:00,2026-06-21 16:16:00,Working,Good,0,9,9,0,
Rivers,PU_2806,2026-03-28,1169,750,724,28,2026-06-21 09:17:00,2026-06-21 15:19:00,Working,Good,0,8,7,1,56.0
Lagos,PU_2807,2026-03-28,899,572,541,49,2026-06-21 08:02:00,2026-06-21 15:35:00,Working,Offline,0,5,4,1,15.0
Kano,PU_2808,2026-03-28,1972,1202,1118,4,2026-06-21 08:03:00,2026-06-21 16:02:00,Working,Good,2,8,6,1,36.0
Kaduna,PU_2809,2026-03-28,605,565,483,13,2026-06-21 08:44:00,2026-06-21 16:09:00,Working,Good,2,8,8,1,51.0
Kano,PU_2810,2026-03-28,1605,1404,1374,23,2026-06-21 09:10:00,2026-06-21 15:43:00,Working,Good,3,8,6,1,98.0
Lagos,PU_2811,2026-03-28,841,602,556,9,2026-06-21 08:14:00,2026-06-21 15:12:00,Working,Good,1,5,3,1,64.0
Kano,PU_2812,2026-03-28,1485,1086,959,4,2026-06-21 08:51:00,2026-06-21 15:32:00,Working,Poor,3,6,6,1,65.0
Lagos,PU_2813,2026-03-28,1451,900,834,44,2026-06-21 09:31:00,2026-06-21 16:54:00,Working,Good,3,5,3,1,157.0
Rivers,PU_2814,2026-03-28,1944,1273,1217,43,2026-06-21 09:07:00,2026-06-21 15:49:00,Working,Good,2,6,6,1,127.0
Kano,PU_2815,2026-03-28,548,388,356,49,2026-06-21 09:51:00,2026-06-21 15:44:00,Working,Good,0,7,5,0,
Rivers,PU_2816,2026-03-28,705,518,492,10,2026-06-21 09:15:00,2026-06-21 15:54:00,Working,Good,0,8,7,1,101.0
Rivers,PU_2817,2026-03-28,1741,1422,1285,32,2026-06-21 08:58:00,2026-06-21 15:49:00,Working,Poor,0,5,5,1,26.0
Abuja,PU_2818,2026-03-28,1959,1415,1311,28,2026-06-21 08:16:00,2026-06-21 16:23:00,Working,Good,0,7,5,1,107.0
Lagos,PU_2819,2026-03-28,1290,1205,1090,33,2026-06-21 08:16:00,2026-06-21 15:51:00,Working,Good,0,9,8,1,113.0
Kaduna,PU_2820,2026-03-28,1845,1328,1219,1,2026-06-21 08:05:00,2026-06-21 15:46:00,Working,Good,0,9,9,1,118.0
Lagos,PU_2821,2026-03-28,730,678,591,44,2026-06-21 08:50:00,2026-06-21 15:42:00,Working,Poor,0,5,4,1,52.0
Kaduna,PU_2822,2026-03-28,1952,1669,1548,40,2026-06-21 08:43:00,2026-06-21 16:26:00,Faulty,Good,3,8,7,1,62.0
Lagos,PU_2823,2026-03-28,1382,1264,1235,47,2026-06-21 08:47:00,2026-06-21 15:09:00,Working,Good,0,6,4,1,148.0
Rivers,PU_2824,2026-03-28,1225,1036,983,47,2026-06-21 08:02:00,2026-06-21 16:45:00,Working,Poor,1,6,4,1,93.0
Kano,PU_2825,2026-03-28,783,625,557,40,2026-06-21 08:11:00,2026-06-21 16:17:00,Working,Good,0,7,6,1,152.0
Kano,PU_2826,2026-03-28,775,603,580,23,2026-06-21 08:53:00,2026-06-21 16:53:00,Working,Good,3,7,5,0,
Abuja,PU_2827,2026-03-28,932,654,632,38,2026-06-21 08:51:00,2026-06-21 15:47:00,Working,Poor,1,7,6,0,
Kaduna,PU_2828,2026-03-28,1708,1203,1050,20,2026-06-21 08:33:00,2026-06-21 16:07:00,Working,Offline,0,7,7,0,
Kaduna,PU_2829,2026-03-28,1132,767,657,7,2026-06-21 09:04:00,2026-06-21 16:17:00,Working,Good,2,7,7,1,122.0
Kaduna,PU_2830,2026-03-28,715,525,485,9,2026-06-21 09:54:00,2026-06-21 16:54:00,Faulty,Good,1,8,7,1,174.0
Rivers,PU_2831,2026-03-28,596,384,350,44,2026-06-21 08:04:00,2026-06-21 16:44:00,Faulty,Good,1,6,4,1,99.0
Kaduna,PU_2832,2026-03-28,1454,1069,1007,10,2026-06-21 09:09:00,2026-06-21 16:56:00,Working,Poor,1,8,8,1,90.0
Kano,PU_2833,2026-03-28,1642,1464,1300,13,2026-06-21 08:14:00,2026-06-21 15:54:00,Working,Good,0,9,7,1,108.0
Rivers,PU_2834,2026-03-28,864,781,702,4,2026-06-21 09:01:00,2026-06-21 15:41:00,Working,Poor,0,6,5,1,116.0
Lagos,PU_2835,2026-03-28,1926,1588,1404,49,2026-06-21 08:51:00,2026-06-21 16:34:00,Working,Poor,1,7,5,0,
Kaduna,PU_2836,2026-03-28,1507,1039,922,47,2026-06-21 08:20:00,2026-06-21 16:31:00,Working,Good,1,9,8,1,179.0
Kaduna,PU_2837,2026-03-28,1117,764,650,24,2026-06-21 09:03:00,2026-06-21 15:30:00,Working,Good,3,8,8,1,173.0
Lagos,PU_2838,2026-03-28,896,624,571,25,2026-06-21 09:51:00,2026-06-21 15:29:00,Faulty,Good,1,5,4,0,
Kaduna,PU_2839,2026-03-28,957,741,675,37,2026-06-21 08:33:00,2026-06-21 16:09:00,Working,Poor,0,6,5,0,
Lagos,PU_2840,2026-03-28,817,769,689,43,2026-06-21 08:53:00,2026-06-21 16:43:00,Working,Good,0,7,6,1,42.0
Rivers,PU_2841,2026-03-28,881,562,517,44,2026-06-21 09:12:00,2026-06-21 16:48:00,Working,Good,0,6,5,1,102.0
Kano,PU_2842,2026-03-28,641,496,446,33,2026-06-21 08:07:00,2026-06-21 15:06:00,Working,Good,1,5,4,1,6.0
Lagos,PU_2843,2026-03-28,956,801,725,29,2026-06-21 09:39:00,2026-06-21 15:31:00,Faulty,Good,0,5,3,1,2.0
Abuja,PU_2844,2026-03-28,1000,685,582,16,2026-06-21 08:04:00,2026-06-21 15:41:00,Working,Good,0,9,9,1,136.0
Lagos,PU_2845,2026-03-28,822,772,662,35,2026-06-21 09:29:00,2026-06-21 15:25:00,Working,Good,0,7,5,0,
Kaduna,PU_2846,2026-03-28,1499,1082,940,32,2026-06-21 09:12:00,2026-06-21 15:11:00,Working,Good,2,9,8,1,24.0
Rivers,PU_2847,2026-03-28,767,710,620,30,2026-06-21 08:20:00,2026-06-21 15:13:00,Working,Good,0,7,7,1,66.0
Rivers,PU_2848,2026-03-28,986,797,724,17,2026-06-21 09:46:00,2026-06-21 15:40:00,Working,Offline,1,7,7,1,107.0
Lagos,PU_2849,2026-03-28,1377,828,797,11,2026-06-21 09:26:00,2026-06-21 15:42:00,Working,Good,0,8,6,1,159.0
Kano,PU_2850,2026-03-28,1178,835,753,5,2026-06-21 09:26:00,2026-06-21 15:29:00,Working,Good,1,7,6,1,166.0
Abuja,PU_2851,2026-03-28,1683,1022,952,10,2026-06-21 09:59:00,2026-06-21 15:08:00,Working,Good,1,8,8,1,47.0
Rivers,PU_2852,2026-03-28,513,376,320,25,2026-06-21 09:31:00,2026-06-21 16:17:00,Faulty,Good,0,8,8,0,
Kaduna,PU_2853,2026-03-28,1503,1392,1337,40,2026-06-21 09:10:00,2026-06-21 15:19:00,Working,Good,1,9,8,0,
Kaduna,PU_2854,2026-03-28,1204,1050,907,7,2026-06-21 09:37:00,2026-06-21 16:55:00,Working,Poor,1,6,6,0,
Kano,PU_2855,2026-03-28,654,534,473,31,2026-06-21 09:32:00,2026-06-21 16:07:00,Working,Good,0,8,6,1,129.0
Rivers,PU_2856,2026-03-28,600,473,452,22,2026-06-21 09:27:00,2026-06-21 15:24:00,Working,Poor,1,5,5,1,89.0
Lagos,PU_2857,2026-03-28,1071,782,691,48,2026-06-21 08:54:00,2026-06-21 16:57:00,Working,Good,4,8,6,0,
Kaduna,PU_2858,2026-03-28,1566,1055,932,4,2026-06-21 08:26:00,2026-06-21 15:02:00,Faulty,Good,1,9,7,0,
Kano,PU_2859,2026-03-28,1716,1067,990,29,2026-06-21 08:54:00,2026-06-21 15:36:00,Faulty,Good,1,7,7,1,54.0
Rivers,PU_2860,2026-03-28,1834,1222,1182,3,2026-06-21 08:20:00,2026-06-21 15:27:00,Working,Good,0,9,9,0,
Rivers,PU_2861,2026-03-28,1120,809,710,36,2026-06-21 08:33:00,2026-06-21 16:13:00,Working,Good,2,6,6,1,113.0
Rivers,PU_2862,2026-03-28,1514,1183,1101,46,2026-06-21 09:15:00,2026-06-21 15:59:00,Working,Good,1,9,8,0,
Rivers,PU_2863,2026-03-28,964,647,600,5,2026-06-21 08:16:00,2026-06-21 16:13:00,Working,Good,2,8,8,1,75.0
Rivers,PU_2864,2026-03-28,1686,1586,1484,21,2026-06-21 08:05:00,2026-06-21 15:59:00,Working,Good,2,5,5,1,113.0
Kaduna,PU_2865,2026-03-28,850,532,517,25,2026-06-21 08:00:00,2026-06-21 16:47:00,Working,Good,2,9,8,0,
Kano,PU_2866,2026-03-28,733,464,404,28,2026-06-21 09:58:00,2026-06-21 15:19:00,Working,Good,3,6,4,1,39.0
Rivers,PU_2867,2026-03-28,902,756,706,28,2026-06-21 08:08:00,2026-06-21 16:19:00,Working,Good,1,7,7,1,147.0
Abuja,PU_2868,2026-03-28,850,734,641,4,2026-06-21 08:41:00,2026-06-21 16:08:00,Working,Good,1,8,7,1,105.0
Abuja,PU_2869,2026-03-28,1690,1589,1415,44,2026-06-21 09:25:00,2026-06-21 16:59:00,Working,Good,0,7,5,1,27.0
Kano,PU_2870,2026-03-28,1671,1312,1181,18,2026-06-21 08:37:00,2026-06-21 15:07:00,Working,Offline,0,5,3,1,111.0
Lagos,PU_2871,2026-03-28,527,346,331,2,2026-06-21 08:00:00,2026-06-21 16:16:00,Working,Good,0,9,7,1,151.0
Lagos,PU_2872,2026-03-28,758,703,602,39,2026-06-21 08:27:00,2026-06-21 16:25:00,Faulty,Good,2,8,6,1,64.0
Lagos,PU_2873,2026-03-28,1119,1055,997,13,2026-06-21 09:19:00,2026-06-21 16:11:00,Working,Poor,1,9,7,1,19.0
Abuja,PU_2874,2026-03-28,1965,1814,1757,46,2026-06-21 09:13:00,2026-06-21 16:32:00,Working,Offline,0,7,6,1,59.0
Lagos,PU_2875,2026-03-28,1375,1244,1070,39,2026-06-21 09:32:00,2026-06-21 15:31:00,Working,Offline,0,9,8,1,160.0
Kaduna,PU_2876,2026-03-28,1734,1087,1035,39,2026-06-21 09:49:00,2026-06-21 16:47:00,Working,Good,6,6,4,1,18.0
Rivers,PU_2877,2026-03-28,1042,936,808,44,2026-06-21 09:17:00,2026-06-21 15:23:00,Working,Poor,1,6,4,0,
Abuja,PU_2878,2026-03-28,1968,1837,1791,22,2026-06-21 09:59:00,2026-06-21 16:25:00,Working,Poor,1,7,7,0,
Kano,PU_2879,2026-03-28,952,755,721,26,2026-06-21 08:45:00,2026-06-21 16:22:00,Working,Good,0,7,7,1,140.0
Kano,PU_2880,2026-03-28,1196,1041,978,36,2026-06-21 08:12:00,2026-06-21 15:24:00,Working,Poor,0,5,5,1,1.0
Rivers,PU_2881,2026-03-28,903,750,691,12,2026-06-21 09:05:00,2026-06-21 16:14:00,Working,Good,2,5,5,1,70.0
Abuja,PU_2882,2026-03-28,1518,1063,1030,43,2026-06-21 08:19:00,2026-06-21 16:51:00,Faulty,Good,0,6,5,1,37.0
Lagos,PU_2883,2026-03-28,1589,1280,1107,21,2026-06-21 09:58:00,2026-06-21 16:27:00,Faulty,Good,2,9,9,0,
Lagos,PU_2884,2026-03-28,1928,1756,1520,10,2026-06-21 09:05:00,2026-06-21 15:19:00,Working,Good,4,7,7,0,
Kaduna,PU_2885,2026-03-28,1382,1069,1022,14,2026-06-21 08:17:00,2026-06-21 15:52:00,Faulty,Offline,1,9,8,1,18.0
Kaduna,PU_2886,2026-03-28,1074,866,790,28,2026-06-21 09:08:00,2026-06-21 16:55:00,Faulty,Poor,4,5,3,1,118.0
Lagos,PU_2887,2026-03-28,1958,1539,1477,14,2026-06-21 08:25:00,2026-06-21 16:52:00,Working,Good,3,5,3,0,
Kano,PU_2888,2026-03-28,1751,1223,1101,24,2026-06-21 09:07:00,2026-06-21 16:42:00,Working,Good,1,5,5,1,81.0
Kano,PU_2889,2026-03-28,1999,1649,1498,20,2026-06-21 09:42:00,2026-06-21 16:48:00,Working,Good,2,5,5,1,19.0
Kaduna,PU_2890,2026-03-28,1991,1549,1383,42,2026-06-21 09:34:00,2026-06-21 15:20:00,Working,Offline,0,9,9,1,26.0
Rivers,PU_2891,2026-03-28,1624,1106,1076,8,2026-06-21 08:03:00,2026-06-21 15:28:00,Working,Good,1,5,4,1,74.0
Lagos,PU_2892,2026-03-28,922,842,766,24,2026-06-21 08:44:00,2026-06-21 16:12:00,Working,Good,3,5,3,1,123.0
Kaduna,PU_2893,2026-03-28,1879,1752,1661,48,2026-06-21 08:56:00,2026-06-21 16:01:00,Faulty,Poor,0,5,5,0,
Kaduna,PU_2894,2026-03-28,1662,1029,967,27,2026-06-21 08:10:00,2026-06-21 16:30:00,Working,Good,0,7,6,1,136.0
Lagos,PU_2895,2026-03-28,1654,1352,1190,22,2026-06-21 09:05:00,2026-06-21 16:11:00,Working,Good,2,7,7,1,94.0
Lagos,PU_2896,2026-03-28,1048,781,756,28,2026-06-21 08:08:00,2026-06-21 15:33:00,Working,Poor,2,6,6,1,84.0
Kano,PU_2897,2026-03-28,967,758,697,29,2026-06-21 09:16:00,2026-06-21 15:46:00,Faulty,Offline,0,8,8,1,58.0
Rivers,PU_2898,2026-03-28,610,445,427,24,2026-06-21 09:59:00,2026-06-21 15:41:00,Working,Good,1,5,4,0,
Rivers,PU_2899,2026-03-28,652,499,478,19,2026-06-21 09:01:00,2026-06-21 16:37:00,Working,Good,1,6,5,1,109.0
Lagos,PU_2900,2026-03-28,1416,1009,865,34,2026-06-21 08:41:00,2026-06-21 15:08:00,Working,Good,0,7,7,1,125.0
Abuja,PU_2901,2026-03-28,1261,808,751,0,2026-06-21 09:56:00,2026-06-21 16:18:00,Working,Good,0,8,7,1,115.0
Kaduna,PU_2902,2026-03-28,1765,1245,1185,45,2026-06-21 08:15:00,2026-06-21 16:19:00,Working,Good,1,9,8,1,178.0
Kaduna,PU_2903,2026-03-28,1219,1017,984,38,2026-06-21 09:21:00,2026-06-21 16:33:00,Working,Good,2,7,7,1,30.0
Lagos,PU_2904,2026-03-28,1379,851,779,23,2026-06-21 08:36:00,2026-06-21 16:40:00,Faulty,Poor,0,7,5,1,30.0
Abuja,PU_2905,2026-03-28,1181,866,820,28,2026-06-21 08:28:00,2026-06-21 15:35:00,Working,Good,2,7,7,0,
Kano,PU_2906,2026-03-28,1268,779,760,24,2026-06-21 08:31:00,2026-06-21 15:06:00,Working,Poor,3,6,5,1,132.0
Lagos,PU_2907,2026-03-28,778,563,539,18,2026-06-21 09:21:00,2026-06-21 16:06:00,Working,Poor,2,9,8,1,13.0
Lagos,PU_2908,2026-03-28,862,543,521,18,2026-06-21 09:30:00,2026-06-21 16:35:00,Working,Good,2,6,6,1,170.0
Kaduna,PU_2909,2026-03-28,1931,1388,1253,32,2026-06-21 09:17:00,2026-06-21 16:53:00,Faulty,Good,2,7,6,1,27.0
Lagos,PU_2910,2026-03-28,1698,1516,1306,39,2026-06-21 08:08:00,2026-06-21 16:52:00,Faulty,Poor,0,9,8,1,74.0
Lagos,PU_2911,2026-03-28,1100,896,874,22,2026-06-21 09:37:00,2026-06-21 15:33:00,Working,Poor,1,7,7,1,62.0
Lagos,PU_2912,2026-03-28,1658,1390,1307,48,2026-06-21 08:10:00,2026-06-21 16:48:00,Working,Poor,0,9,7,1,174.0
Kaduna,PU_2913,2026-03-28,793,615,536,38,2026-06-21 08:22:00,2026-06-21 16:43:00,Working,Good,0,9,8,1,140.0
Kano,PU_2914,2026-03-28,1370,1264,1234,34,2026-06-21 08:24:00,2026-06-21 16:57:00,Working,Good,0,9,7,1,86.0
Kano,PU_2915,2026-03-28,1942,1533,1445,27,2026-06-21 09:21:00,2026-06-21 16:38:00,Working,Good,1,8,8,1,60.0
Lagos,PU_2916,2026-03-28,1729,1100,947,47,2026-06-21 09:43:00,2026-06-21 15:55:00,Working,Good,1,5,5,1,95.0
Kaduna,PU_2917,2026-03-28,1841,1705,1487,36,2026-06-21 08:06:00,2026-06-21 15:36:00,Working,Good,0,9,7,1,101.0
Kano,PU_2918,2026-03-28,572,369,355,40,2026-06-21 08:32:00,2026-06-21 16:09:00,Working,Good,1,9,9,1,33.0
Kano,PU_2919,2026-03-28,758,719,700,2,2026-06-21 08:54:00,2026-06-21 15:54:00,Working,Offline,1,5,4,1,25.0
Kano,PU_2920,2026-03-28,1881,1415,1269,43,2026-06-21 09:32:00,2026-06-21 15:35:00,Working,Poor,1,9,9,1,32.0
Kaduna,PU_2921,2026-03-28,1671,1045,944,49,2026-06-21 08:05:00,2026-06-21 16:58:00,Working,Offline,1,7,5,0,
Kaduna,PU_2922,2026-03-28,1748,1577,1421,11,2026-06-21 08:03:00,2026-06-21 15:09:00,Working,Good,1,9,7,1,72.0
Lagos,PU_2923,2026-03-28,1628,1029,986,7,2026-06-21 09:20:00,2026-06-21 16:16:00,Working,Poor,1,7,6,1,45.0
Rivers,PU_2924,2026-03-28,855,565,513,33,2026-06-21 09:29:00,2026-06-21 16:42:00,Working,Good,0,6,4,0,
Kano,PU_2925,2026-03-28,1784,1330,1195,5,2026-06-21 09:47:00,2026-06-21 15:40:00,Working,Good,2,8,8,1,119.0
Rivers,PU_2926,2026-03-28,1070,895,833,46,2026-06-21 08:16:00,2026-06-21 15:50:00,Working,Good,0,5,4,1,54.0
Kaduna,PU_2927,2026-03-28,1072,688,628,1,2026-06-21 09:44:00,2026-06-21 15:04:00,Working,Good,1,5,5,1,166.0
Kaduna,PU_2928,2026-03-28,1316,1076,989,20,2026-06-21 08:27:00,2026-06-21 15:36:00,Working,Poor,3,7,6,1,139.0
Kaduna,PU_2929,2026-03-28,1593,1390,1255,10,2026-06-21 09:40:00,2026-06-21 15:56:00,Working,Good,0,9,7,1,45.0
Rivers,PU_2930,2026-03-28,1970,1267,1152,32,2026-06-21 08:01:00,2026-06-21 16:59:00,Working,Poor,2,6,5,1,84.0
Kaduna,PU_2931,2026-03-28,946,782,668,12,2026-06-21 09:13:00,2026-06-21 16:41:00,Working,Good,1,9,8,1,86.0
Lagos,PU_2932,2026-03-28,1282,1199,1163,42,2026-06-21 09:34:00,2026-06-21 15:28:00,Working,Good,1,6,5,1,149.0
Kaduna,PU_2933,2026-03-28,1780,1670,1426,14,2026-06-21 08:36:00,2026-06-21 15:55:00,Working,Poor,2,8,7,0,
Abuja,PU_2934,2026-03-28,1408,924,878,11,2026-06-21 09:22:00,2026-06-21 16:13:00,Working,Poor,0,7,5,0,
Rivers,PU_2935,2026-03-28,1443,1249,1110,22,2026-06-21 08:08:00,2026-06-21 16:36:00,Working,Good,2,5,4,0,
Abuja,PU_2936,2026-03-28,1395,1250,1080,17,2026-06-21 09:46:00,2026-06-21 15:30:00,Working,Good,0,7,6,1,177.0
Kaduna,PU_2937,2026-03-28,1429,1302,1209,43,2026-06-21 09:57:00,2026-06-21 16:50:00,Working,Poor,1,6,5,0,
Lagos,PU_2938,2026-03-28,1136,810,762,24,2026-06-21 09:55:00,2026-06-21 16:35:00,Faulty,Good,1,6,5,1,65.0
Kano,PU_2939,2026-03-28,1425,989,921,28,2026-06-21 08:57:00,2026-06-21 16:57:00,Working,Good,2,6,5,1,129.0
Kaduna,PU_2940,2026-03-28,1030,635,587,48,2026-06-21 09:55:00,2026-06-21 15:51:00,Working,Good,2,6,6,1,136.0
Lagos,PU_2941,2026-03-28,618,457,420,19,2026-06-21 09:52:00,2026-06-21 15:12:00,Working,Good,1,8,7,1,2.0
Rivers,PU_2942,2026-03-28,565,363,334,18,2026-06-21 09:29:00,2026-06-21 16:39:00,Working,Offline,3,5,5,1,159.0
Abuja,PU_2943,2026-03-28,744,651,626,37,2026-06-21 09:50:00,2026-06-21 15:28:00,Working,Good,0,8,7,0,
Abuja,PU_2944,2026-03-28,556,361,311,35,2026-06-21 09:39:00,2026-06-21 16:48:00,Working,Good,2,5,4,1,93.0
Abuja,PU_2945,2026-03-28,1567,1389,1209,47,2026-06-21 09:37:00,2026-06-21 16:26:00,Working,Good,2,9,8,1,2.0
Rivers,PU_2946,2026-03-28,1023,652,623,13,2026-06-21 09:21:00,2026-06-21 15:57:00,Working,Good,5,5,3,1,130.0
Lagos,PU_2947,2026-03-28,923,709,630,33,2026-06-21 09:21:00,2026-06-21 15:27:00,Working,Poor,0,6,6,1,125.0
Rivers,PU_2948,2026-03-28,894,656,623,41,2026-06-21 08:10:00,2026-06-21 16:44:00,Working,Good,1,9,8,1,140.0
Abuja,PU_2949,2026-03-28,949,769,688,42,2026-06-21 08:45:00,2026-06-21 15:30:00,Working,Good,0,9,8,0,
Kaduna,PU_2950,2026-03-28,1780,1391,1349,29,2026-06-21 08:59:00,2026-06-21 15:46:00,Working,Good,2,9,7,0,
Kano,PU_2951,2026-03-28,1453,1176,1042,9,2026-06-21 08:12:00,2026-06-21 16:04:00,Working,Poor,1,5,4,1,44.0
Rivers,PU_2952,2026-03-28,1884,1131,1024,47,2026-06-21 08:33:00,2026-06-21 15:59:00,Working,Good,1,8,6,1,80.0
Rivers,PU_2953,2026-03-28,1262,813,707,43,2026-06-21 09:20:00,2026-06-21 15:29:00,Working,Good,0,9,7,0,
Lagos,PU_2954,2026-03-28,1903,1486,1391,7,2026-06-21 09:33:00,2026-06-21 16:07:00,Working,Good,2,7,5,1,164.0
Lagos,PU_2955,2026-03-28,942,640,577,1,2026-06-21 08:18:00,2026-06-21 16:41:00,Working,Good,1,9,8,1,84.0
Rivers,PU_2956,2026-03-28,1466,918,892,42,2026-06-21 09:03:00,2026-06-21 16:57:00,Working,Good,3,5,4,1,140.0
Abuja,PU_2957,2026-03-28,1391,940,800,21,2026-06-21 08:26:00,2026-06-21 16:11:00,Working,Poor,3,9,8,0,
Kano,PU_2958,2026-03-28,1033,901,811,23,2026-06-21 09:51:00,2026-06-21 15:53:00,Working,Good,1,6,4,0,
Lagos,PU_2959,2026-03-28,1997,1576,1344,5,2026-06-21 08:29:00,2026-06-21 16:25:00,Working,Good,1,6,5,0,
Abuja,PU_2960,2026-03-28,656,437,390,4,2026-06-21 09:50:00,2026-06-21 16:03:00,Working,Good,2,8,8,1,130.0
Kaduna,PU_2961,2026-03-28,588,356,320,29,2026-06-21 08:18:00,2026-06-21 15:11:00,Faulty,Good,2,9,9,1,43.0
Lagos,PU_2962,2026-03-28,701,508,448,29,2026-06-21 08:58:00,2026-06-21 16:55:00,Working,Good,2,6,6,1,60.0
Abuja,PU_2963,2026-03-28,1479,1072,946,31,2026-06-21 08:26:00,2026-06-21 15:11:00,Faulty,Good,0,9,7,0,
Abuja,PU_2964,2026-03-28,961,823,727,2,2026-06-21 09:14:00,2026-06-21 15:55:00,Faulty,Good,1,6,5,1,80.0
Kano,PU_2965,2026-03-28,1208,1113,984,11,2026-06-21 08:33:00,2026-06-21 15:18:00,Working,Poor,0,7,6,0,
Kano,PU_2966,2026-03-28,953,695,616,25,2026-06-21 08:36:00,2026-06-21 15:35:00,Faulty,Good,0,9,7,1,8.0
Kaduna,PU_2967,2026-03-28,1993,1675,1609,11,2026-06-21 08:15:00,2026-06-21 16:54:00,Working,Good,1,7,7,0,
Abuja,PU_2968,2026-03-28,879,722,617,33,2026-06-21 09:39:00,2026-06-21 16:16:00,Working,Good,0,8,7,1,93.0
Abuja,PU_2969,2026-03-28,900,672,657,41,2026-06-21 09:22:00,2026-06-21 15:13:00,Working,Poor,0,7,7,1,158.0
Kano,PU_2970,2026-03-28,1602,998,884,8,2026-06-21 08:59:00,2026-06-21 16:36:00,Working,Poor,1,5,4,0,
Lagos,PU_2971,2026-03-28,1050,803,685,7,2026-06-21 08:52:00,2026-06-21 15:03:00,Working,Good,1,7,7,0,
